rounds,key_mode,key_hex,num_keys,seed_hex,fixed_input_difference_hex,fixed_input_difference_weight,rank,output_mask_hex,metric_name,metric_pow2,abs_metric_pow2
10,random_keys,,5,0x0000000000001234,0x00000020,1,2,0x0f91fd0c,rms,2^(-13.7630),2^(-13.7630)
10,random_keys,,5,0x0000000000001234,0x00000020,1,3,0x07f8340e,rms,2^(-13.7756),2^(-13.7756)
10,random_keys,,5,0x0000000000001234,0x00000020,1,4,0x0464b2cc,rms,2^(-13.7946),2^(-13.7946)
10,random_keys,,5,0x0000000000001234,0x00000020,1,5,0x6bf8f7f5,rms,2^(-13.8246),2^(-13.8246)
10,random_keys,,5,0x0000000000001234,0x00000040,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000040,1,2,0x3f21f025,rms,2^(-13.7836),2^(-13.7836)
10,random_keys,,5,0x0000000000001234,0x00000040,1,3,0xb52d0163,rms,2^(-13.8188),2^(-13.8188)
10,random_keys,,5,0x0000000000001234,0x00000040,1,4,0xcde2130d,rms,2^(-13.8221),2^(-13.8221)
10,random_keys,,5,0x0000000000001234,0x00000040,1,5,0x7825b2ec,rms,2^(-13.8359),2^(-13.8359)
10,random_keys,,5,0x0000000000001234,0x00000080,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000080,1,2,0x336feef6,rms,2^(-13.7465),2^(-13.7465)
10,random_keys,,5,0x0000000000001234,0x00000080,1,3,0xd6137573,rms,2^(-13.8166),2^(-13.8166)
10,random_keys,,5,0x0000000000001234,0x00000080,1,4,0xd3960dfb,rms,2^(-13.8434),2^(-13.8434)
10,random_keys,,5,0x0000000000001234,0x00000080,1,5,0x2bfdefe0,rms,2^(-13.8445),2^(-13.8445)
10,random_keys,,5,0x0000000000001234,0x00000100,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000100,1,2,0x7c48ad50,rms,2^(-13.8190),2^(-13.8190)
10,random_keys,,5,0x0000000000001234,0x00000100,1,3,0xad4575c6,rms,2^(-13.8196),2^(-13.8196)
10,random_keys,,5,0x0000000000001234,0x00000100,1,4,0x32d7663b,rms,2^(-13.8225),2^(-13.8225)
10,random_keys,,5,0x0000000000001234,0x00000100,1,5,0x87f08ff5,rms,2^(-13.8349),2^(-13.8349)
10,random_keys,,5,0x0000000000001234,0x00000200,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000200,1,2,0x602af884,rms,2^(-13.8031),2^(-13.8031)
10,random_keys,,5,0x0000000000001234,0x00000200,1,3,0xa4aee730,rms,2^(-13.8076),2^(-13.8076)
10,random_keys,,5,0x0000000000001234,0x00000200,1,4,0x84773a42,rms,2^(-13.8116),2^(-13.8116)
10,random_keys,,5,0x0000000000001234,0x00000200,1,5,0x941d4351,rms,2^(-13.8188),2^(-13.8188)
10,random_keys,,5,0x0000000000001234,0x00000400,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000400,1,2,0xa0befe67,rms,2^(-13.7143),2^(-13.7143)
10,random_keys,,5,0x0000000000001234,0x00000400,1,3,0x77ff31a2,rms,2^(-13.7930),2^(-13.7930)
10,random_keys,,5,0x0000000000001234,0x00000400,1,4,0x16948afa,rms,2^(-13.7982),2^(-13.7982)
10,random_keys,,5,0x0000000000001234,0x00000400,1,5,0x6959708d,rms,2^(-13.8080),2^(-13.8080)
10,random_keys,,5,0x0000000000001234,0x00000800,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000800,1,2,0xe4cecfee,rms,2^(-13.7369),2^(-13.7369)
10,random_keys,,5,0x0000000000001234,0x00000800,1,3,0xaa46d523,rms,2^(-13.7907),2^(-13.7907)
10,random_keys,,5,0x0000000000001234,0x00000800,1,4,0x7a36805f,rms,2^(-13.7934),2^(-13.7934)
10,random_keys,,5,0x0000000000001234,0x00000800,1,5,0x93b51463,rms,2^(-13.8058),2^(-13.8058)
10,random_keys,,5,0x0000000000001234,0x00001000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00001000,1,2,0x185ff60c,rms,2^(-13.7575),2^(-13.7575)
10,random_keys,,5,0x0000000000001234,0x00001000,1,3,0x8b6d15ed,rms,2^(-13.7774),2^(-13.7774)
10,random_keys,,5,0x0000000000001234,0x00001000,1,4,0x461b4347,rms,2^(-13.7928),2^(-13.7928)
10,random_keys,,5,0x0000000000001234,0x00001000,1,5,0x1c78afd9,rms,2^(-13.7967),2^(-13.7967)
10,random_keys,,5,0x0000000000001234,0x00002000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00002000,1,2,0xc6375615,rms,2^(-13.6277),2^(-13.6277)
10,random_keys,,5,0x0000000000001234,0x00002000,1,3,0xb5318b69,rms,2^(-13.8040),2^(-13.8040)
10,random_keys,,5,0x0000000000001234,0x00002000,1,4,0xba90ad46,rms,2^(-13.8151),2^(-13.8151)
10,random_keys,,5,0x0000000000001234,0x00002000,1,5,0x348ae6e7,rms,2^(-13.8153),2^(-13.8153)
10,random_keys,,5,0x0000000000001234,0x00004000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00004000,1,2,0x1630f109,rms,2^(-13.7392),2^(-13.7392)
10,random_keys,,5,0x0000000000001234,0x00004000,1,3,0x4e6206f3,rms,2^(-13.7878),2^(-13.7878)
10,random_keys,,5,0x0000000000001234,0x00004000,1,4,0x046be9a6,rms,2^(-13.7907),2^(-13.7907)
10,random_keys,,5,0x0000000000001234,0x00004000,1,5,0xe2f28f2a,rms,2^(-13.8004),2^(-13.8004)
10,random_keys,,5,0x0000000000001234,0x00008000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00008000,1,2,0x3fade96e,rms,2^(-13.8191),2^(-13.8191)
10,random_keys,,5,0x0000000000001234,0x00008000,1,3,0xb0f01000,rms,2^(-13.8238),2^(-13.8238)
10,random_keys,,5,0x0000000000001234,0x00008000,1,4,0x13bc3d73,rms,2^(-13.8264),2^(-13.8264)
10,random_keys,,5,0x0000000000001234,0x00008000,1,5,0xb5bd5092,rms,2^(-13.8350),2^(-13.8350)
10,random_keys,,5,0x0000000000001234,0x00010000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00010000,1,2,0x46400c5d,rms,2^(-13.6883),2^(-13.6883)
10,random_keys,,5,0x0000000000001234,0x00010000,1,3,0x6cd0847f,rms,2^(-13.7984),2^(-13.7984)
10,random_keys,,5,0x0000000000001234,0x00010000,1,4,0xb81a83b5,rms,2^(-13.8112),2^(-13.8112)
10,random_keys,,5,0x0000000000001234,0x00010000,1,5,0xfcd6609e,rms,2^(-13.8117),2^(-13.8117)
10,random_keys,,5,0x0000000000001234,0x00020000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00020000,1,2,0xddcea6c4,rms,2^(-13.7788),2^(-13.7788)
10,random_keys,,5,0x0000000000001234,0x00020000,1,3,0x42be68c7,rms,2^(-13.8240),2^(-13.8240)
10,random_keys,,5,0x0000000000001234,0x00020000,1,4,0xc8013288,rms,2^(-13.8514),2^(-13.8514)
10,random_keys,,5,0x0000000000001234,0x00020000,1,5,0x81c50827,rms,2^(-13.8538),2^(-13.8538)
10,random_keys,,5,0x0000000000001234,0x00040000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00040000,1,2,0xa6139a40,rms,2^(-13.7749),2^(-13.7749)
10,random_keys,,5,0x0000000000001234,0x00040000,1,3,0xc5ee9d37,rms,2^(-13.7972),2^(-13.7972)
10,random_keys,,5,0x0000000000001234,0x00040000,1,4,0xb6e07c7a,rms,2^(-13.8191),2^(-13.8191)
10,random_keys,,5,0x0000000000001234,0x00040000,1,5,0xce6aabfb,rms,2^(-13.8302),2^(-13.8302)
10,random_keys,,5,0x0000000000001234,0x00080000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00080000,1,2,0xd9d37041,rms,2^(-13.7706),2^(-13.7706)
10,random_keys,,5,0x0000000000001234,0x00080000,1,3,0x5bd12310,rms,2^(-13.7975),2^(-13.7975)
10,random_keys,,5,0x0000000000001234,0x00080000,1,4,0x5ce8c4d0,rms,2^(-13.8080),2^(-13.8080)
10,random_keys,,5,0x0000000000001234,0x00080000,1,5,0xfe298d8a,rms,2^(-13.8090),2^(-13.8090)
10,random_keys,,5,0x0000000000001234,0x00100000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00100000,1,2,0xebebfd0a,rms,2^(-13.7901),2^(-13.7901)
10,random_keys,,5,0x0000000000001234,0x00100000,1,3,0x087e329d,rms,2^(-13.7908),2^(-13.7908)
10,random_keys,,5,0x0000000000001234,0x00100000,1,4,0xf5878721,rms,2^(-13.8099),2^(-13.8099)
10,random_keys,,5,0x0000000000001234,0x00100000,1,5,0x27900d0b,rms,2^(-13.8299),2^(-13.8299)
10,random_keys,,5,0x0000000000001234,0x00200000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00200000,1,2,0xc9cc9b34,rms,2^(-13.7769),2^(-13.7769)
10,random_keys,,5,0x0000000000001234,0x00200000,1,3,0xcce4b2f0,rms,2^(-13.7935),2^(-13.7935)
10,random_keys,,5,0x0000000000001234,0x00200000,1,4,0xae5fa266,rms,2^(-13.8109),2^(-13.8109)
10,random_keys,,5,0x0000000000001234,0x00200000,1,5,0x5cb51445,rms,2^(-13.8124),2^(-13.8124)
10,random_keys,,5,0x0000000000001234,0x00400000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00400000,1,2,0x0fd50f91,rms,2^(-13.5642),2^(-13.5642)
10,random_keys,,5,0x0000000000001234,0x00400000,1,3,0x0f750f11,rms,2^(-13.6049),2^(-13.6049)
10,random_keys,,5,0x0000000000001234,0x00400000,1,4,0x0fdf0f99,rms,2^(-13.6373),2^(-13.6373)
10,random_keys,,5,0x0000000000001234,0x00400000,1,5,0x2b2a705f,rms,2^(-13.7595),2^(-13.7595)
10,random_keys,,5,0x0000000000001234,0x00800000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00800000,1,2,0x0e2de0d0,rms,2^(-13.7756),2^(-13.7756)
10,random_keys,,5,0x0000000000001234,0x00800000,1,3,0xcf912f22,rms,2^(-13.7950),2^(-13.7950)
10,random_keys,,5,0x0000000000001234,0x00800000,1,4,0x9122e924,rms,2^(-13.8398),2^(-13.8398)
10,random_keys,,5,0x0000000000001234,0x00800000,1,5,0xb2a429d3,rms,2^(-13.8400),2^(-13.8400)
10,random_keys,,5,0x0000000000001234,0x01000000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x01000000,1,2,0x0cb401c8,rms,2^(-13.8167),2^(-13.8167)
10,random_keys,,5,0x0000000000001234,0x01000000,1,3,0xb880abe1,rms,2^(-13.8192),2^(-13.8192)
10,random_keys,,5,0x0000000000001234,0x01000000,1,4,0x2ab6d3b8,rms,2^(-13.8202),2^(-13.8202)
10,random_keys,,5,0x0000000000001234,0x01000000,1,5,0xed1f5df4,rms,2^(-13.8243),2^(-13.8243)
10,random_keys,,5,0x0000000000001234,0x02000000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x02000000,1,2,0xc370ef08,rms,2^(-13.7922),2^(-13.7922)
10,random_keys,,5,0x0000000000001234,0x02000000,1,3,0x6ff0190a,rms,2^(-13.7963),2^(-13.7963)
10,random_keys,,5,0x0000000000001234,0x02000000,1,4,0x632aa7d6,rms,2^(-13.8177),2^(-13.8177)
10,random_keys,,5,0x0000000000001234,0x02000000,1,5,0xae4c391b,rms,2^(-13.8231),2^(-13.8231)
10,random_keys,,5,0x0000000000001234,0x04000000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x04000000,1,2,0xc360b950,rms,2^(-13.8225),2^(-13.8225)
10,random_keys,,5,0x0000000000001234,0x04000000,1,3,0xf7af876d,rms,2^(-13.8273),2^(-13.8273)
10,random_keys,,5,0x0000000000001234,0x04000000,1,4,0x30895466,rms,2^(-13.8292),2^(-13.8292)
10,random_keys,,5,0x0000000000001234,0x04000000,1,5,0x7fd31779,rms,2^(-13.8460),2^(-13.8460)
10,random_keys,,5,0x0000000000001234,0x08000000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x08000000,1,2,0x42704364,rms,2^(-13.7784),2^(-13.7784)
10,random_keys,,5,0x0000000000001234,0x08000000,1,3,0xa26badf8,rms,2^(-13.8102),2^(-13.8102)
10,random_keys,,5,0x0000000000001234,0x08000000,1,4,0x38d1474d,rms,2^(-13.8190),2^(-13.8190)
10,random_keys,,5,0x0000000000001234,0x08000000,1,5,0xa389473c,rms,2^(-13.8342),2^(-13.8342)
10,random_keys,,5,0x0000000000001234,0x10000000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x10000000,1,2,0xe6e3e9e7,rms,2^(-13.7685),2^(-13.7685)
10,random_keys,,5,0x0000000000001234,0x10000000,1,3,0x925c14f2,rms,2^(-13.8071),2^(-13.8071)
10,random_keys,,5,0x0000000000001234,0x10000000,1,4,0x9ecd11da,rms,2^(-13.8132),2^(-13.8132)
10,random_keys,,5,0x0000000000001234,0x10000000,1,5,0x4a11f689,rms,2^(-13.8161),2^(-13.8161)
10,random_keys,,5,0x0000000000001234,0x20000000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x20000000,1,2,0xc1d4099f,rms,2^(-13.7766),2^(-13.7766)
10,random_keys,,5,0x0000000000001234,0x20000000,1,3,0x859ad1b3,rms,2^(-13.8144),2^(-13.8144)
10,random_keys,,5,0x0000000000001234,0x20000000,1,4,0x48329786,rms,2^(-13.8230),2^(-13.8230)
10,random_keys,,5,0x0000000000001234,0x20000000,1,5,0x2ef16a59,rms,2^(-13.8308),2^(-13.8308)
10,random_keys,,5,0x0000000000001234,0x40000000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x40000000,1,2,0x74290c72,rms,2^(-13.7810),2^(-13.7810)
10,random_keys,,5,0x0000000000001234,0x40000000,1,3,0x0b717700,rms,2^(-13.8232),2^(-13.8232)
10,random_keys,,5,0x0000000000001234,0x40000000,1,4,0xf6cd5d66,rms,2^(-13.8254),2^(-13.8254)
10,random_keys,,5,0x0000000000001234,0x40000000,1,5,0x3e3036c5,rms,2^(-13.8258),2^(-13.8258)
10,random_keys,,5,0x0000000000001234,0x80000000,1,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x80000000,1,2,0x027914e4,rms,2^(-13.7856),2^(-13.7856)
10,random_keys,,5,0x0000000000001234,0x80000000,1,3,0x33e03fe3,rms,2^(-13.7875),2^(-13.7875)
10,random_keys,,5,0x0000000000001234,0x80000000,1,4,0xb197d068,rms,2^(-13.8080),2^(-13.8080)
10,random_keys,,5,0x0000000000001234,0x80000000,1,5,0x0b33425f,rms,2^(-13.8101),2^(-13.8101)
10,random_keys,,5,0x0000000000001234,0x00000003,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000003,2,2,0x8914ffa3,rms,2^(-13.7599),2^(-13.7599)
10,random_keys,,5,0x0000000000001234,0x00000003,2,3,0x04854d1d,rms,2^(-13.7765),2^(-13.7765)
10,random_keys,,5,0x0000000000001234,0x00000003,2,4,0x15d01d82,rms,2^(-13.7793),2^(-13.7793)
10,random_keys,,5,0x0000000000001234,0x00000003,2,5,0x129b4907,rms,2^(-13.7826),2^(-13.7826)
10,random_keys,,5,0x0000000000001234,0x00000005,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000005,2,2,0xb1a7eee1,rms,2^(-13.7792),2^(-13.7792)
10,random_keys,,5,0x0000000000001234,0x00000005,2,3,0x6073cea8,rms,2^(-13.7855),2^(-13.7855)
10,random_keys,,5,0x0000000000001234,0x00000005,2,4,0xcb70d526,rms,2^(-13.7890),2^(-13.7890)
10,random_keys,,5,0x0000000000001234,0x00000005,2,5,0x22e89b41,rms,2^(-13.7929),2^(-13.7929)
10,random_keys,,5,0x0000000000001234,0x00000009,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000009,2,2,0x67800770,rms,2^(-13.7512),2^(-13.7512)
10,random_keys,,5,0x0000000000001234,0x00000009,2,3,0x54ade775,rms,2^(-13.8346),2^(-13.8346)
10,random_keys,,5,0x0000000000001234,0x00000009,2,4,0x40a781e4,rms,2^(-13.8349),2^(-13.8349)
10,random_keys,,5,0x0000000000001234,0x00000009,2,5,0x607bcf0f,rms,2^(-13.8360),2^(-13.8360)
10,random_keys,,5,0x0000000000001234,0x00000011,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000011,2,2,0x8c67ba08,rms,2^(-13.7401),2^(-13.7401)
10,random_keys,,5,0x0000000000001234,0x00000011,2,3,0xfdb1258d,rms,2^(-13.7919),2^(-13.7919)
10,random_keys,,5,0x0000000000001234,0x00000011,2,4,0x5607fd5c,rms,2^(-13.8162),2^(-13.8162)
10,random_keys,,5,0x0000000000001234,0x00000011,2,5,0xe5986458,rms,2^(-13.8289),2^(-13.8289)
10,random_keys,,5,0x0000000000001234,0x00000021,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000021,2,2,0xe085b533,rms,2^(-13.7354),2^(-13.7354)
10,random_keys,,5,0x0000000000001234,0x00000021,2,3,0xd69bc97b,rms,2^(-13.8128),2^(-13.8128)
10,random_keys,,5,0x0000000000001234,0x00000021,2,4,0xf661e34f,rms,2^(-13.8152),2^(-13.8152)
10,random_keys,,5,0x0000000000001234,0x00000021,2,5,0x91d8ca80,rms,2^(-13.8165),2^(-13.8165)
10,random_keys,,5,0x0000000000001234,0x00000041,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000041,2,2,0x8fe60ea7,rms,2^(-13.8025),2^(-13.8025)
10,random_keys,,5,0x0000000000001234,0x00000041,2,3,0xe22851a8,rms,2^(-13.8089),2^(-13.8089)
10,random_keys,,5,0x0000000000001234,0x00000041,2,4,0xafbf59d1,rms,2^(-13.8254),2^(-13.8254)
10,random_keys,,5,0x0000000000001234,0x00000041,2,5,0xfa9ead6c,rms,2^(-13.8291),2^(-13.8291)
10,random_keys,,5,0x0000000000001234,0x00000081,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000081,2,2,0xdea763b4,rms,2^(-13.8269),2^(-13.8269)
10,random_keys,,5,0x0000000000001234,0x00000081,2,3,0xbe6f96f2,rms,2^(-13.8271),2^(-13.8271)
10,random_keys,,5,0x0000000000001234,0x00000081,2,4,0xcf2ffcc4,rms,2^(-13.8273),2^(-13.8273)
10,random_keys,,5,0x0000000000001234,0x00000081,2,5,0x0eadddf9,rms,2^(-13.8341),2^(-13.8341)
10,random_keys,,5,0x0000000000001234,0x00000101,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000101,2,2,0x521edb9e,rms,2^(-13.8118),2^(-13.8118)
10,random_keys,,5,0x0000000000001234,0x00000101,2,3,0xdaa1ea3c,rms,2^(-13.8294),2^(-13.8294)
10,random_keys,,5,0x0000000000001234,0x00000101,2,4,0x2a9897e8,rms,2^(-13.8406),2^(-13.8406)
10,random_keys,,5,0x0000000000001234,0x00000101,2,5,0xedca22fc,rms,2^(-13.8413),2^(-13.8413)
10,random_keys,,5,0x0000000000001234,0x00000201,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000201,2,2,0x795279d2,rms,2^(-13.7715),2^(-13.7715)
10,random_keys,,5,0x0000000000001234,0x00000201,2,3,0x95430d0d,rms,2^(-13.7844),2^(-13.7844)
10,random_keys,,5,0x0000000000001234,0x00000201,2,4,0xff312066,rms,2^(-13.7880),2^(-13.7880)
10,random_keys,,5,0x0000000000001234,0x00000201,2,5,0xdb2f38fd,rms,2^(-13.8298),2^(-13.8298)
10,random_keys,,5,0x0000000000001234,0x00000401,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000401,2,2,0xb208541f,rms,2^(-13.7866),2^(-13.7866)
10,random_keys,,5,0x0000000000001234,0x00000401,2,3,0x1edb6a43,rms,2^(-13.8037),2^(-13.8037)
10,random_keys,,5,0x0000000000001234,0x00000401,2,4,0xe8274589,rms,2^(-13.8216),2^(-13.8216)
10,random_keys,,5,0x0000000000001234,0x00000401,2,5,0x925abafa,rms,2^(-13.8249),2^(-13.8249)
10,random_keys,,5,0x0000000000001234,0x00000801,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00000801,2,2,0x5e3f6dee,rms,2^(-13.6634),2^(-13.6634)
10,random_keys,,5,0x0000000000001234,0x00000801,2,3,0xac04f663,rms,2^(-13.7470),2^(-13.7470)
10,random_keys,,5,0x0000000000001234,0x00000801,2,4,0xbcc01d19,rms,2^(-13.8030),2^(-13.8030)
10,random_keys,,5,0x0000000000001234,0x00000801,2,5,0x15b90475,rms,2^(-13.8345),2^(-13.8345)
10,random_keys,,5,0x0000000000001234,0x00001001,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00001001,2,2,0x7a7751a0,rms,2^(-13.6821),2^(-13.6821)
10,random_keys,,5,0x0000000000001234,0x00001001,2,3,0x4980b626,rms,2^(-13.7627),2^(-13.7627)
10,random_keys,,5,0x0000000000001234,0x00001001,2,4,0x27b2940c,rms,2^(-13.7629),2^(-13.7629)
10,random_keys,,5,0x0000000000001234,0x00001001,2,5,0x8c3e0334,rms,2^(-13.7934),2^(-13.7934)
10,random_keys,,5,0x0000000000001234,0x00002001,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00002001,2,2,0x39bba644,rms,2^(-13.8344),2^(-13.8344)
10,random_keys,,5,0x0000000000001234,0x00002001,2,3,0xda78cede,rms,2^(-13.8409),2^(-13.8409)
10,random_keys,,5,0x0000000000001234,0x00002001,2,4,0x42c22a60,rms,2^(-13.8468),2^(-13.8468)
10,random_keys,,5,0x0000000000001234,0x00002001,2,5,0xeede9fe1,rms,2^(-13.8480),2^(-13.8480)
10,random_keys,,5,0x0000000000001234,0x00004001,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00004001,2,2,0x4c66de14,rms,2^(-13.7721),2^(-13.7721)
10,random_keys,,5,0x0000000000001234,0x00004001,2,3,0x8a6fc7b5,rms,2^(-13.8134),2^(-13.8134)
10,random_keys,,5,0x0000000000001234,0x00004001,2,4,0xa832830a,rms,2^(-13.8152),2^(-13.8152)
10,random_keys,,5,0x0000000000001234,0x00004001,2,5,0x3cf9d62f,rms,2^(-13.8230),2^(-13.8230)
10,random_keys,,5,0x0000000000001234,0x00008001,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
10,random_keys,,5,0x0000000000001234,0x00008001,2,2,0xf44c1dcc,rms,2^(-13.6839),2^(-13.6839)
10,random_keys,,5,0x0000000000001234,0x00008001,2,3,0xe493bf9e,rms,2^(-13.7006),2^(-13.7006)
10,random_keys,,5,0x0000000000001234,0x00008001,2,4,0x46a9da4d,rms,2^(-13.7391),2^(-13.7391)
10,random_keys,,5,0x0000000000001234,0x00008001,2,5,0x7d3bf53b,rms,2^(-13.7401),2^(-13.7401)
10,random_keys,,5,0x0000000000001234,0x00010001,2,1,0x00000000,rms,2^(0.0000),2^(0.0000)
