rounds,key_mode,key_hex,num_keys,seed_hex,fixed_side,fixed_mask_hex,fixed_mask_weight,rank,free_mask_hex,metric_name,metric_pow2,abs_metric_pow2
10,random_keys,,5,0x0000000000001234,input,0x00000008,1,5,0xa812af08,rms,2^(-14.3128),2^(-14.3128)
10,random_keys,,5,0x0000000000001234,input,0x00000010,1,1,0x5f0acb69,rms,2^(-14.2147),2^(-14.2147)
10,random_keys,,5,0x0000000000001234,input,0x00000010,1,2,0x867828f8,rms,2^(-14.2492),2^(-14.2492)
10,random_keys,,5,0x0000000000001234,input,0x00000010,1,3,0x0a390ce3,rms,2^(-14.2494),2^(-14.2494)
10,random_keys,,5,0x0000000000001234,input,0x00000010,1,4,0xed3b12c3,rms,2^(-14.3202),2^(-14.3202)
10,random_keys,,5,0x0000000000001234,input,0x00000010,1,5,0x0fc8269d,rms,2^(-14.3224),2^(-14.3224)
10,random_keys,,5,0x0000000000001234,input,0x00000020,1,1,0x90bc7e0e,rms,2^(-14.2521),2^(-14.2521)
10,random_keys,,5,0x0000000000001234,input,0x00000020,1,2,0xaa23e376,rms,2^(-14.2929),2^(-14.2929)
10,random_keys,,5,0x0000000000001234,input,0x00000020,1,3,0x4aec3073,rms,2^(-14.3283),2^(-14.3283)
10,random_keys,,5,0x0000000000001234,input,0x00000020,1,4,0x776754bc,rms,2^(-14.3311),2^(-14.3311)
10,random_keys,,5,0x0000000000001234,input,0x00000020,1,5,0xe4a45d8a,rms,2^(-14.3340),2^(-14.3340)
10,random_keys,,5,0x0000000000001234,input,0x00000040,1,1,0x231eb05f,rms,2^(-14.2755),2^(-14.2755)
10,random_keys,,5,0x0000000000001234,input,0x00000040,1,2,0xa7cf06c9,rms,2^(-14.3000),2^(-14.3000)
10,random_keys,,5,0x0000000000001234,input,0x00000040,1,3,0x90b92192,rms,2^(-14.3042),2^(-14.3042)
10,random_keys,,5,0x0000000000001234,input,0x00000040,1,4,0x98afa369,rms,2^(-14.3082),2^(-14.3082)
10,random_keys,,5,0x0000000000001234,input,0x00000040,1,5,0x3e8b1f0d,rms,2^(-14.3154),2^(-14.3154)
10,random_keys,,5,0x0000000000001234,input,0x00000080,1,1,0x5cf1f9a4,rms,2^(-14.2674),2^(-14.2674)
10,random_keys,,5,0x0000000000001234,input,0x00000080,1,2,0x32c065d3,rms,2^(-14.3202),2^(-14.3202)
10,random_keys,,5,0x0000000000001234,input,0x00000080,1,3,0xb60a76b3,rms,2^(-14.3218),2^(-14.3218)
10,random_keys,,5,0x0000000000001234,input,0x00000080,1,4,0x89e91ff4,rms,2^(-14.3279),2^(-14.3279)
10,random_keys,,5,0x0000000000001234,input,0x00000080,1,5,0x51e0af09,rms,2^(-14.3330),2^(-14.3330)
10,random_keys,,5,0x0000000000001234,input,0x00000100,1,1,0xb6c5e224,rms,2^(-14.2063),2^(-14.2063)
10,random_keys,,5,0x0000000000001234,input,0x00000100,1,2,0x15b5b0be,rms,2^(-14.3044),2^(-14.3044)
10,random_keys,,5,0x0000000000001234,input,0x00000100,1,3,0x08bc5cf5,rms,2^(-14.3213),2^(-14.3213)
10,random_keys,,5,0x0000000000001234,input,0x00000100,1,4,0x4080e813,rms,2^(-14.3260),2^(-14.3260)
10,random_keys,,5,0x0000000000001234,input,0x00000100,1,5,0x0e18dddd,rms,2^(-14.3337),2^(-14.3337)
10,random_keys,,5,0x0000000000001234,input,0x00000200,1,1,0x139f3370,rms,2^(-14.2753),2^(-14.2753)
10,random_keys,,5,0x0000000000001234,input,0x00000200,1,2,0x453580f0,rms,2^(-14.2774),2^(-14.2774)
10,random_keys,,5,0x0000000000001234,input,0x00000200,1,3,0x5284fa48,rms,2^(-14.2998),2^(-14.2998)
10,random_keys,,5,0x0000000000001234,input,0x00000200,1,4,0x750c7015,rms,2^(-14.3107),2^(-14.3107)
10,random_keys,,5,0x0000000000001234,input,0x00000200,1,5,0x17b46571,rms,2^(-14.3271),2^(-14.3271)
10,random_keys,,5,0x0000000000001234,input,0x00000400,1,1,0x7b2c0232,rms,2^(-14.2922),2^(-14.2922)
10,random_keys,,5,0x0000000000001234,input,0x00000400,1,2,0x2a768ead,rms,2^(-14.3090),2^(-14.3090)
10,random_keys,,5,0x0000000000001234,input,0x00000400,1,3,0x11c1d283,rms,2^(-14.3179),2^(-14.3179)
10,random_keys,,5,0x0000000000001234,input,0x00000400,1,4,0x4c89b431,rms,2^(-14.3266),2^(-14.3266)
10,random_keys,,5,0x0000000000001234,input,0x00000400,1,5,0xe1ca8554,rms,2^(-14.3281),2^(-14.3281)
10,random_keys,,5,0x0000000000001234,input,0x00000800,1,1,0xcb011f58,rms,2^(-14.2981),2^(-14.2981)
10,random_keys,,5,0x0000000000001234,input,0x00000800,1,2,0x0976f618,rms,2^(-14.3254),2^(-14.3254)
10,random_keys,,5,0x0000000000001234,input,0x00000800,1,3,0x0e028c72,rms,2^(-14.3368),2^(-14.3368)
10,random_keys,,5,0x0000000000001234,input,0x00000800,1,4,0x63f6d3de,rms,2^(-14.3371),2^(-14.3371)
10,random_keys,,5,0x0000000000001234,input,0x00000800,1,5,0x78ad26bd,rms,2^(-14.3387),2^(-14.3387)
10,random_keys,,5,0x0000000000001234,input,0x00001000,1,1,0x0f1134e7,rms,2^(-14.3155),2^(-14.3155)
10,random_keys,,5,0x0000000000001234,input,0x00001000,1,2,0x5c036017,rms,2^(-14.3415),2^(-14.3415)
10,random_keys,,5,0x0000000000001234,input,0x00001000,1,3,0x9630e5c9,rms,2^(-14.3415),2^(-14.3415)
10,random_keys,,5,0x0000000000001234,input,0x00001000,1,4,0x38d14468,rms,2^(-14.3480),2^(-14.3480)
10,random_keys,,5,0x0000000000001234,input,0x00001000,1,5,0xf4690fe9,rms,2^(-14.3492),2^(-14.3492)
10,random_keys,,5,0x0000000000001234,input,0x00002000,1,1,0xd659f7a4,rms,2^(-14.2507),2^(-14.2507)
10,random_keys,,5,0x0000000000001234,input,0x00002000,1,2,0x620f2f9c,rms,2^(-14.2582),2^(-14.2582)
10,random_keys,,5,0x0000000000001234,input,0x00002000,1,3,0x7fcfabb5,rms,2^(-14.2764),2^(-14.2764)
10,random_keys,,5,0x0000000000001234,input,0x00002000,1,4,0x8737a22c,rms,2^(-14.2817),2^(-14.2817)
10,random_keys,,5,0x0000000000001234,input,0x00002000,1,5,0x22220c5c,rms,2^(-14.2871),2^(-14.2871)
10,random_keys,,5,0x0000000000001234,input,0x00004000,1,1,0x0070fcf8,rms,2^(-14.2719),2^(-14.2719)
10,random_keys,,5,0x0000000000001234,input,0x00004000,1,2,0x9ce8ee80,rms,2^(-14.2994),2^(-14.2994)
10,random_keys,,5,0x0000000000001234,input,0x00004000,1,3,0xfa4945ce,rms,2^(-14.3115),2^(-14.3115)
10,random_keys,,5,0x0000000000001234,input,0x00004000,1,4,0x47785fa5,rms,2^(-14.3166),2^(-14.3166)
10,random_keys,,5,0x0000000000001234,input,0x00004000,1,5,0xdbcdbc9e,rms,2^(-14.3283),2^(-14.3283)
10,random_keys,,5,0x0000000000001234,input,0x00008000,1,1,0x14e27cae,rms,2^(-14.2669),2^(-14.2669)
10,random_keys,,5,0x0000000000001234,input,0x00008000,1,2,0xc28d71a1,rms,2^(-14.2744),2^(-14.2744)
10,random_keys,,5,0x0000000000001234,input,0x00008000,1,3,0xdd5acce9,rms,2^(-14.3268),2^(-14.3268)
10,random_keys,,5,0x0000000000001234,input,0x00008000,1,4,0x17e02b07,rms,2^(-14.3319),2^(-14.3319)
10,random_keys,,5,0x0000000000001234,input,0x00008000,1,5,0x4c84afa0,rms,2^(-14.3491),2^(-14.3491)
10,random_keys,,5,0x0000000000001234,input,0x00010000,1,1,0x7056496c,rms,2^(-14.2316),2^(-14.2316)
10,random_keys,,5,0x0000000000001234,input,0x00010000,1,2,0xd128dda7,rms,2^(-14.2410),2^(-14.2410)
10,random_keys,,5,0x0000000000001234,input,0x00010000,1,3,0x1dc5a698,rms,2^(-14.2487),2^(-14.2487)
10,random_keys,,5,0x0000000000001234,input,0x00010000,1,4,0xbb523e0b,rms,2^(-14.2735),2^(-14.2735)
10,random_keys,,5,0x0000000000001234,input,0x00010000,1,5,0x8cec590c,rms,2^(-14.2764),2^(-14.2764)
10,random_keys,,5,0x0000000000001234,input,0x00020000,1,1,0xccbafc0b,rms,2^(-14.2559),2^(-14.2559)
10,random_keys,,5,0x0000000000001234,input,0x00020000,1,2,0x16baeb88,rms,2^(-14.2944),2^(-14.2944)
10,random_keys,,5,0x0000000000001234,input,0x00020000,1,3,0x8267625d,rms,2^(-14.3232),2^(-14.3232)
10,random_keys,,5,0x0000000000001234,input,0x00020000,1,4,0x25be22ed,rms,2^(-14.3354),2^(-14.3354)
10,random_keys,,5,0x0000000000001234,input,0x00020000,1,5,0x5909b950,rms,2^(-14.3378),2^(-14.3378)
10,random_keys,,5,0x0000000000001234,input,0x00040000,1,1,0x94e5503c,rms,2^(-14.3123),2^(-14.3123)
10,random_keys,,5,0x0000000000001234,input,0x00040000,1,2,0xfdbf7edd,rms,2^(-14.3467),2^(-14.3467)
10,random_keys,,5,0x0000000000001234,input,0x00040000,1,3,0xbd02a02f,rms,2^(-14.3476),2^(-14.3476)
10,random_keys,,5,0x0000000000001234,input,0x00040000,1,4,0xaf775f6a,rms,2^(-14.3479),2^(-14.3479)
10,random_keys,,5,0x0000000000001234,input,0x00040000,1,5,0x379734dd,rms,2^(-14.3485),2^(-14.3485)
10,random_keys,,5,0x0000000000001234,input,0x00080000,1,1,0xd56ea834,rms,2^(-14.2847),2^(-14.2847)
10,random_keys,,5,0x0000000000001234,input,0x00080000,1,2,0x8a969722,rms,2^(-14.3410),2^(-14.3410)
10,random_keys,,5,0x0000000000001234,input,0x00080000,1,3,0x52e24797,rms,2^(-14.3413),2^(-14.3413)
10,random_keys,,5,0x0000000000001234,input,0x00080000,1,4,0x1a20521d,rms,2^(-14.3468),2^(-14.3468)
10,random_keys,,5,0x0000000000001234,input,0x00080000,1,5,0xacb09f5a,rms,2^(-14.3521),2^(-14.3521)
10,random_keys,,5,0x0000000000001234,input,0x00100000,1,1,0x6301049d,rms,2^(-14.0791),2^(-14.0791)
10,random_keys,,5,0x0000000000001234,input,0x00100000,1,2,0xca1a2a32,rms,2^(-14.2811),2^(-14.2811)
10,random_keys,,5,0x0000000000001234,input,0x00100000,1,3,0xf4bb344c,rms,2^(-14.3050),2^(-14.3050)
10,random_keys,,5,0x0000000000001234,input,0x00100000,1,4,0xce831cb4,rms,2^(-14.3168),2^(-14.3168)
10,random_keys,,5,0x0000000000001234,input,0x00100000,1,5,0xefc9116f,rms,2^(-14.3247),2^(-14.3247)
10,random_keys,,5,0x0000000000001234,input,0x00200000,1,1,0x650afdee,rms,2^(-14.2390),2^(-14.2390)
10,random_keys,,5,0x0000000000001234,input,0x00200000,1,2,0x1f161ace,rms,2^(-14.2535),2^(-14.2535)
10,random_keys,,5,0x0000000000001234,input,0x00200000,1,3,0xb91f2c89,rms,2^(-14.2858),2^(-14.2858)
10,random_keys,,5,0x0000000000001234,input,0x00200000,1,4,0xe1b271c0,rms,2^(-14.3034),2^(-14.3034)
10,random_keys,,5,0x0000000000001234,input,0x00200000,1,5,0x67920776,rms,2^(-14.3065),2^(-14.3065)
10,random_keys,,5,0x0000000000001234,input,0x00400000,1,1,0xb57a5618,rms,2^(-14.3169),2^(-14.3169)
10,random_keys,,5,0x0000000000001234,input,0x00400000,1,2,0x4f70a6e9,rms,2^(-14.3205),2^(-14.3205)
10,random_keys,,5,0x0000000000001234,input,0x00400000,1,3,0xa21e3e21,rms,2^(-14.3437),2^(-14.3437)
10,random_keys,,5,0x0000000000001234,input,0x00400000,1,4,0x9a36b4f2,rms,2^(-14.3459),2^(-14.3459)
10,random_keys,,5,0x0000000000001234,input,0x00400000,1,5,0xe7fd3454,rms,2^(-14.3531),2^(-14.3531)
10,random_keys,,5,0x0000000000001234,input,0x00800000,1,1,0x1ff4c1d2,rms,2^(-14.2671),2^(-14.2671)
10,random_keys,,5,0x0000000000001234,input,0x00800000,1,2,0x442ef8f5,rms,2^(-14.2904),2^(-14.2904)
10,random_keys,,5,0x0000000000001234,input,0x00800000,1,3,0x05de42eb,rms,2^(-14.3018),2^(-14.3018)
10,random_keys,,5,0x0000000000001234,input,0x00800000,1,4,0xa8c20640,rms,2^(-14.3166),2^(-14.3166)
10,random_keys,,5,0x0000000000001234,input,0x00800000,1,5,0x191d3c97,rms,2^(-14.3193),2^(-14.3193)
10,random_keys,,5,0x0000000000001234,input,0x01000000,1,1,0x58a796b4,rms,2^(-14.2688),2^(-14.2688)
10,random_keys,,5,0x0000000000001234,input,0x01000000,1,2,0x9e94183b,rms,2^(-14.2740),2^(-14.2740)
10,random_keys,,5,0x0000000000001234,input,0x01000000,1,3,0x062097ea,rms,2^(-14.2837),2^(-14.2837)
10,random_keys,,5,0x0000000000001234,input,0x01000000,1,4,0xe5ea2d8a,rms,2^(-14.3108),2^(-14.3108)
10,random_keys,,5,0x0000000000001234,input,0x01000000,1,5,0x51cac023,rms,2^(-14.3251),2^(-14.3251)
10,random_keys,,5,0x0000000000001234,input,0x02000000,1,1,0x070ad705,rms,2^(-14.2468),2^(-14.2468)
10,random_keys,,5,0x0000000000001234,input,0x02000000,1,2,0x11060219,rms,2^(-14.2476),2^(-14.2476)
10,random_keys,,5,0x0000000000001234,input,0x02000000,1,3,0x3b3c5ca6,rms,2^(-14.3188),2^(-14.3188)
10,random_keys,,5,0x0000000000001234,input,0x02000000,1,4,0xcfef9eaf,rms,2^(-14.3190),2^(-14.3190)
10,random_keys,,5,0x0000000000001234,input,0x02000000,1,5,0x53cc253b,rms,2^(-14.3294),2^(-14.3294)
10,random_keys,,5,0x0000000000001234,input,0x04000000,1,1,0xb6976fa5,rms,2^(-14.2680),2^(-14.2680)
10,random_keys,,5,0x0000000000001234,input,0x04000000,1,2,0x4f5d0115,rms,2^(-14.2781),2^(-14.2781)
10,random_keys,,5,0x0000000000001234,input,0x04000000,1,3,0xa57305e8,rms,2^(-14.2989),2^(-14.2989)
10,random_keys,,5,0x0000000000001234,input,0x04000000,1,4,0x4ed3db23,rms,2^(-14.3429),2^(-14.3429)
10,random_keys,,5,0x0000000000001234,input,0x04000000,1,5,0x7f43ac96,rms,2^(-14.3512),2^(-14.3512)
10,random_keys,,5,0x0000000000001234,input,0x08000000,1,1,0x82680dd0,rms,2^(-14.2642),2^(-14.2642)
10,random_keys,,5,0x0000000000001234,input,0x08000000,1,2,0x955d45f5,rms,2^(-14.3037),2^(-14.3037)
10,random_keys,,5,0x0000000000001234,input,0x08000000,1,3,0x208d7a45,rms,2^(-14.3054),2^(-14.3054)
10,random_keys,,5,0x0000000000001234,input,0x08000000,1,4,0xc7d0c089,rms,2^(-14.3071),2^(-14.3071)
10,random_keys,,5,0x0000000000001234,input,0x08000000,1,5,0xd12b6b35,rms,2^(-14.3088),2^(-14.3088)
10,random_keys,,5,0x0000000000001234,input,0x10000000,1,1,0xa16fb4f5,rms,2^(-14.2498),2^(-14.2498)
10,random_keys,,5,0x0000000000001234,input,0x10000000,1,2,0x166182b3,rms,2^(-14.2802),2^(-14.2802)
10,random_keys,,5,0x0000000000001234,input,0x10000000,1,3,0xf386344d,rms,2^(-14.2820),2^(-14.2820)
10,random_keys,,5,0x0000000000001234,input,0x10000000,1,4,0x3b993563,rms,2^(-14.2946),2^(-14.2946)
10,random_keys,,5,0x0000000000001234,input,0x10000000,1,5,0x061f68aa,rms,2^(-14.2967),2^(-14.2967)
10,random_keys,,5,0x0000000000001234,input,0x20000000,1,1,0x625d523f,rms,2^(-14.2909),2^(-14.2909)
10,random_keys,,5,0x0000000000001234,input,0x20000000,1,2,0x7f4c91a5,rms,2^(-14.2940),2^(-14.2940)
10,random_keys,,5,0x0000000000001234,input,0x20000000,1,3,0x71a79d44,rms,2^(-14.2999),2^(-14.2999)
10,random_keys,,5,0x0000000000001234,input,0x20000000,1,4,0x6aafedf0,rms,2^(-14.3003),2^(-14.3003)
10,random_keys,,5,0x0000000000001234,input,0x20000000,1,5,0x86a63b11,rms,2^(-14.3140),2^(-14.3140)
10,random_keys,,5,0x0000000000001234,input,0x40000000,1,1,0xfe214e78,rms,2^(-14.2896),2^(-14.2896)
10,random_keys,,5,0x0000000000001234,input,0x40000000,1,2,0x56b65b9f,rms,2^(-14.2967),2^(-14.2967)
10,random_keys,,5,0x0000000000001234,input,0x40000000,1,3,0x8d0b7599,rms,2^(-14.3001),2^(-14.3001)
10,random_keys,,5,0x0000000000001234,input,0x40000000,1,4,0x33665207,rms,2^(-14.3059),2^(-14.3059)
10,random_keys,,5,0x0000000000001234,input,0x40000000,1,5,0x8379a640,rms,2^(-14.3086),2^(-14.3086)
10,random_keys,,5,0x0000000000001234,input,0x80000000,1,1,0xb95341f0,rms,2^(-14.2071),2^(-14.2071)
10,random_keys,,5,0x0000000000001234,input,0x80000000,1,2,0x40d9bc24,rms,2^(-14.3186),2^(-14.3186)
10,random_keys,,5,0x0000000000001234,input,0x80000000,1,3,0xa63bba7f,rms,2^(-14.3226),2^(-14.3226)
10,random_keys,,5,0x0000000000001234,input,0x80000000,1,4,0x966f334e,rms,2^(-14.3377),2^(-14.3377)
10,random_keys,,5,0x0000000000001234,input,0x80000000,1,5,0x1d5516ca,rms,2^(-14.3432),2^(-14.3432)
10,random_keys,,5,0x0000000000001234,input,0x00000003,2,1,0xd5587863,rms,2^(-14.2364),2^(-14.2364)
10,random_keys,,5,0x0000000000001234,input,0x00000003,2,2,0xe7d4aa72,rms,2^(-14.2771),2^(-14.2771)
10,random_keys,,5,0x0000000000001234,input,0x00000003,2,3,0xc0fd4300,rms,2^(-14.2836),2^(-14.2836)
10,random_keys,,5,0x0000000000001234,input,0x00000003,2,4,0x1f559984,rms,2^(-14.3235),2^(-14.3235)
10,random_keys,,5,0x0000000000001234,input,0x00000003,2,5,0xfb025065,rms,2^(-14.3324),2^(-14.3324)
10,random_keys,,5,0x0000000000001234,input,0x00000005,2,1,0x5d97ec58,rms,2^(-14.2640),2^(-14.2640)
10,random_keys,,5,0x0000000000001234,input,0x00000005,2,2,0x2671be90,rms,2^(-14.2937),2^(-14.2937)
10,random_keys,,5,0x0000000000001234,input,0x00000005,2,3,0xc75941e6,rms,2^(-14.3126),2^(-14.3126)
10,random_keys,,5,0x0000000000001234,input,0x00000005,2,4,0xc3125d0c,rms,2^(-14.3342),2^(-14.3342)
10,random_keys,,5,0x0000000000001234,input,0x00000005,2,5,0x6e273fe3,rms,2^(-14.3503),2^(-14.3503)
10,random_keys,,5,0x0000000000001234,input,0x00000009,2,1,0x7e89bf1d,rms,2^(-14.2613),2^(-14.2613)
10,random_keys,,5,0x0000000000001234,input,0x00000009,2,2,0x914db6ad,rms,2^(-14.2663),2^(-14.2663)
10,random_keys,,5,0x0000000000001234,input,0x00000009,2,3,0xfa0d3893,rms,2^(-14.2980),2^(-14.2980)
10,random_keys,,5,0x0000000000001234,input,0x00000009,2,4,0xe0eaa88b,rms,2^(-14.3003),2^(-14.3003)
10,random_keys,,5,0x0000000000001234,input,0x00000009,2,5,0x517b53c8,rms,2^(-14.3020),2^(-14.3020)
10,random_keys,,5,0x0000000000001234,input,0x00000011,2,1,0x9902c2f6,rms,2^(-14.2621),2^(-14.2621)
10,random_keys,,5,0x0000000000001234,input,0x00000011,2,2,0x00c9e415,rms,2^(-14.2804),2^(-14.2804)
10,random_keys,,5,0x0000000000001234,input,0x00000011,2,3,0xb0bf0528,rms,2^(-14.3022),2^(-14.3022)
10,random_keys,,5,0x0000000000001234,input,0x00000011,2,4,0x89ea52f1,rms,2^(-14.3086),2^(-14.3086)
10,random_keys,,5,0x0000000000001234,input,0x00000011,2,5,0xd38c57af,rms,2^(-14.3171),2^(-14.3171)
10,random_keys,,5,0x0000000000001234,input,0x00000021,2,1,0x964d9d89,rms,2^(-14.2782),2^(-14.2782)
10,random_keys,,5,0x0000000000001234,input,0x00000021,2,2,0x1273d08b,rms,2^(-14.2800),2^(-14.2800)
10,random_keys,,5,0x0000000000001234,input,0x00000021,2,3,0x66a5c9df,rms,2^(-14.2845),2^(-14.2845)
10,random_keys,,5,0x0000000000001234,input,0x00000021,2,4,0x2a7d6f2b,rms,2^(-14.2872),2^(-14.2872)
10,random_keys,,5,0x0000000000001234,input,0x00000021,2,5,0x6b7b3872,rms,2^(-14.3027),2^(-14.3027)
10,random_keys,,5,0x0000000000001234,input,0x00000041,2,1,0x8dc3d081,rms,2^(-14.2771),2^(-14.2771)
10,random_keys,,5,0x0000000000001234,input,0x00000041,2,2,0x60f5dba3,rms,2^(-14.2853),2^(-14.2853)
10,random_keys,,5,0x0000000000001234,input,0x00000041,2,3,0x02f1530c,rms,2^(-14.2994),2^(-14.2994)
10,random_keys,,5,0x0000000000001234,input,0x00000041,2,4,0x41f968e0,rms,2^(-14.3109),2^(-14.3109)
10,random_keys,,5,0x0000000000001234,input,0x00000041,2,5,0x1d391c8e,rms,2^(-14.3189),2^(-14.3189)
10,random_keys,,5,0x0000000000001234,input,0x00000081,2,1,0x3dba5ba2,rms,2^(-14.3022),2^(-14.3022)
10,random_keys,,5,0x0000000000001234,input,0x00000081,2,2,0xe17d9a80,rms,2^(-14.3193),2^(-14.3193)
10,random_keys,,5,0x0000000000001234,input,0x00000081,2,3,0x462c0775,rms,2^(-14.3305),2^(-14.3305)
10,random_keys,,5,0x0000000000001234,input,0x00000081,2,4,0x89c40e3d,rms,2^(-14.3432),2^(-14.3432)
10,random_keys,,5,0x0000000000001234,input,0x00000081,2,5,0xabbc4edb,rms,2^(-14.3484),2^(-14.3484)
10,random_keys,,5,0x0000000000001234,input,0x00000101,2,1,0x5642d351,rms,2^(-14.2703),2^(-14.2703)
10,random_keys,,5,0x0000000000001234,input,0x00000101,2,2,0xeecb9b09,rms,2^(-14.3033),2^(-14.3033)
10,random_keys,,5,0x0000000000001234,input,0x00000101,2,3,0x81cad59b,rms,2^(-14.3195),2^(-14.3195)
10,random_keys,,5,0x0000000000001234,input,0x00000101,2,4,0xf4e05345,rms,2^(-14.3226),2^(-14.3226)
10,random_keys,,5,0x0000000000001234,input,0x00000101,2,5,0xf41825a7,rms,2^(-14.3242),2^(-14.3242)
10,random_keys,,5,0x0000000000001234,input,0x00000201,2,1,0x0ca53256,rms,2^(-14.2176),2^(-14.2176)
10,random_keys,,5,0x0000000000001234,input,0x00000201,2,2,0x76173036,rms,2^(-14.2602),2^(-14.2602)
10,random_keys,,5,0x0000000000001234,input,0x00000201,2,3,0x12a2f671,rms,2^(-14.2660),2^(-14.2660)
10,random_keys,,5,0x0000000000001234,input,0x00000201,2,4,0x5541ee9b,rms,2^(-14.3134),2^(-14.3134)
10,random_keys,,5,0x0000000000001234,input,0x00000201,2,5,0x6f410129,rms,2^(-14.3241),2^(-14.3241)
10,random_keys,,5,0x0000000000001234,input,0x00000401,2,1,0x7257d168,rms,2^(-14.3001),2^(-14.3001)
10,random_keys,,5,0x0000000000001234,input,0x00000401,2,2,0xf89389dc,rms,2^(-14.3138),2^(-14.3138)
10,random_keys,,5,0x0000000000001234,input,0x00000401,2,3,0x1990a8d7,rms,2^(-14.3226),2^(-14.3226)
10,random_keys,,5,0x0000000000001234,input,0x00000401,2,4,0x50432993,rms,2^(-14.3463),2^(-14.3463)
10,random_keys,,5,0x0000000000001234,input,0x00000401,2,5,0xbd103c56,rms,2^(-14.3479),2^(-14.3479)
10,random_keys,,5,0x0000000000001234,input,0x00000801,2,1,0x12e4a7b2,rms,2^(-14.2397),2^(-14.2397)
10,random_keys,,5,0x0000000000001234,input,0x00000801,2,2,0x8ed9bd91,rms,2^(-14.2466),2^(-14.2466)
10,random_keys,,5,0x0000000000001234,input,0x00000801,2,3,0xe8c43da3,rms,2^(-14.3019),2^(-14.3019)
10,random_keys,,5,0x0000000000001234,input,0x00000801,2,4,0x931e6d48,rms,2^(-14.3203),2^(-14.3203)
10,random_keys,,5,0x0000000000001234,input,0x00000801,2,5,0x49e3f536,rms,2^(-14.3212),2^(-14.3212)
10,random_keys,,5,0x0000000000001234,input,0x00001001,2,1,0x814686ba,rms,2^(-14.3225),2^(-14.3225)
10,random_keys,,5,0x0000000000001234,input,0x00001001,2,2,0x8397aa75,rms,2^(-14.3244),2^(-14.3244)
10,random_keys,,5,0x0000000000001234,input,0x00001001,2,3,0x2dc6dd32,rms,2^(-14.3302),2^(-14.3302)
10,random_keys,,5,0x0000000000001234,input,0x00001001,2,4,0xb864ba5f,rms,2^(-14.3350),2^(-14.3350)
10,random_keys,,5,0x0000000000001234,input,0x00001001,2,5,0xc64a7284,rms,2^(-14.3369),2^(-14.3369)
10,random_keys,,5,0x0000000000001234,input,0x00002001,2,1,0xeead89d8,rms,2^(-14.2810),2^(-14.2810)
10,random_keys,,5,0x0000000000001234,input,0x00002001,2,2,0xc6d68f4b,rms,2^(-14.2838),2^(-14.2838)
10,random_keys,,5,0x0000000000001234,input,0x00002001,2,3,0x4876e159,rms,2^(-14.2943),2^(-14.2943)
10,random_keys,,5,0x0000000000001234,input,0x00002001,2,4,0xfadc551c,rms,2^(-14.3010),2^(-14.3010)
10,random_keys,,5,0x0000000000001234,input,0x00002001,2,5,0x8aeb8177,rms,2^(-14.3281),2^(-14.3281)
